Model,Codename,Series,L2 Cache + L3 Cache,FSB / QPI,TDP Watt,MHz - Turbo,Cores / Threads,Process (nm),Architecture,64 Bit,Days old,Graphics Card,Perf. Rating,3DMark06 CPU,Cinebench R10 32Bit Single,Cinebench R10 32Bit Multi,Cinebench R11.5 CPU Single 64Bit,Cinebench R11.5 64Bit,Cinebench R15 CPU Single 64Bit,Cinebench R15 CPU Multi 64Bit,Cinebench R20 Single,Cinebench R20,Cinebench R23 Single Core,Cinebench R23 Multi Core,SuperPI 1M*,SuperPI 32M*,wPrime 32,wPrime 1024,WinRAR 4.0,x264 Pass 1,x264 Pass 2,x265,TrueCrypt AES,TrueCrypt Twofish,TrueCrypt Serpent,Blender(-),Blender v3.3 Classroom CPU(-),7-Zip Single,7-Zip,Geekbench 2,Geekbench 3 32 Bit Single-Core Score,Geekbench 3 32 Bit Multi-Core Score,Geekbench 4.4 64 Bit Single-Core Score,Geekbench 4.4 64 Bit Multi-Core Score,Geekbench 5.0 5.0 Single-Core,Geekbench 5.0 5.0 Multi-Core,Geekbench 5.5 Single-Core,Geekbench 5.5 Multi-Core,Geekbench 6.2 Single-Core,Geekbench 6.2 Multi-Core,PassMark PerformanceTest Mobile V1 CPU Tests,Sunspider 1.0 Total Score(-),Octane V2 Total Score,Jetstream 2,Speedometer,WebXPRT 3,WebXPRT 4 Overall
Samsung Exynos 7884B,Cortex-A73/-A53,Exynos,,,,1560,8/8,14,ARM,,2179,Mali-G71 MP2,~7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3886,,,1212,3714,,,,,,,,,7065,22.46,21.63,48,
HiSilicon Kirin 658,Cortex-A53,,,,,2350,8/8,16,ARM,,2469,Mali-T830 MP2,~5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913,3460,,,,,,,,,4589,,,,
Mediatek Helio X10 MT6795,Cortex-A53,Mediatek,,,,2200,8/8,28,ARM,,3445,PowerVR G6200,~5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789,2041,,,,,,,,,,,,,
Samsung Exynos 7870 Octa,A53,Exynos,,,,1600,8/8,14,ARM,,2862,Mali-T830 MP2,~4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,3710,,,,,,,,,3880,12.04,13,31.5,
HiSilicon Kirin 655,Cortex-A53,,,,,2100,8/8,16,ARM,,2636,Mali-T830 MP2,~12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162396,,4414.5,,,,
HiSilicon Kirin 650,Cortex-A53,,,,,2000,8/8,16,ARM,,2819,Mali-T830 MP2,~11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142543,,4472,,,,
HiSilicon Kirin 930,Cortex-A53,,,,,2000,8/8,28,ARM,,3213,Mali-T628 MP4,~25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.5,3211.5,,,,,,,,,125047,1092.5,4084,,,,
Mediatek Helio P35 MT6765,Cortex-A53,Mediatek,,,,1800 ‑ 2300,8/8,16,ARM,,1845,PowerVR GE8320,~4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4143,,,855,3973,173,1002,168.5,934.5,,,,,4643,15.83,14.59,31.5,
Mediatek Helio P22T MT8768T,Cortex-A53,Mediatek,,,,2300,8/8,16,ARM,,2059,PowerVR GE8320,~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,3870,173,920,166,936,,,5163,,5080,18.53,13.9,35,
Mediatek Helio P22 MT6762,Cortex-A53,Mediatek Helio 20,,,,2000,8/8,16,ARM,,2148,PowerVR GE8320,~4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.5,3505.5,,,137,805,,,,,4257,13.68,14.7,29,
Mediatek Helio P10 MT6755,Cortex-A53,Mediatek,,,,2000,8/8,28,ARM,,3445,Mali-T860 MP2,~18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,,,720.5,2926.5,,,,,,,102616,1107,3964.5,,,31,
Apple A7,Cyclone,,1MB + 4MB,,,1300,2/2,28,ARM,,3753,UHD Graphics 750,~21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,2495.5,,,,,276,502,,,35725.5,399.3,5180,,,,
MediaTek MT8168,Cortex-A53,Mediatek MT8,,,,2000,4/4,12,ARM,,1315,Mali-G52 MP1,~5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,,,835,2469.5,,,144,500,,,70655,,4168.5,,12.2,30,
Qualcomm Snapdragon 450,Cortex-A53,Snapdragon,,,,1800,8/8,14,ARM,,2366,Adreno 506,~5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3783.5,,,758,3907,,,131,498,,,101906,,3997,15.76,12.45,31.5,
Samsung Exynos 5410 Octa,Cortex-A7/-A15,Exynos,512KB,,,1600,8/8,28,ARM,,3933,UHD Graphics 750,~4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,1696,,,,,,,,,,,,,
Intel Atom x3-C3440,SoFIA LTE,Atom,1MB,,,1200 ‑ 1400,4/4,28,,,3215,UHD Graphics 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Exynos 5260 Hexa,Cortex-A15,Exynos,,,,1700,6/6,28,ARM,,3581,UHD Graphics 750,~20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2957,884,2156,,,,,,,,,15547,999,4316,,,,
Qualcomm Snapdragon 429,Cortex-A53,Snapdragon,,,,2000,4/4,12,ARM,,1999,Adreno 504,~4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,2485,168,552,168,566,,,70208,,4344.5,15.33,14.54,34,
Mediatek Helio A22 MT6762M,Cortex-A53,Mediatek Helio 20,,,,2000,4/4,16,ARM,,2148,PowerVR GE8320,~4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,2471,161,538,,,,,66909,,4355,,15.49,32,
Mediatek Helio A22 MT6761,Cortex-A53,Mediatek Helio 20,,,,2000,4/4,16,ARM,,2148,PowerVR GE8300,~5,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,,,835.5,2395,,,140,488,189,491,67423,,4538.5,15.4,14.71,34,24
Mediatek MT8766B,Cortex-A53,Mediatek MT8,,,,2000,4/4,12,ARM,,1267,PowerVR GE8300,~12,,,,,,,,,,,,,,,,,,,,,,,,,,,2227,,,783,2217,,,133,455,,,,1609,3920,15.01,12.6,27,
Mediatek Helio A20 MT6761D,Cortex-A53,Mediatek Helio 20,,,,1800,4/4,12,ARM,,1267,PowerVR GE8300,~4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,477,,,61213,,3938,14.28,12.8,26.5,
Mediatek MT8135,Cortex-A7/-A15,Mediatek,,,,1700,4/4,28,ARM,,3796,PowerVR G6200,~20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2797.5,765.5,1492.5,,,,,,,,,11615.5,992,5864.5,,,,
Rockchip RK3566,ARM Cortex-A55,,,,,‑ 2000,4/4,22,ARM,,1449,Mali-G52 MP2,~4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,1418,,,143,312,203,493,,,5022,19.86,15.75,36,21
Samsung Exynos 5250 Dual,Cortex A15,Exynos,1MB,,,1700,2/2,32,ARM,,4055,UHD Graphics 750,~34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2591,,,,,,,,,,,,720.5,4943,,,,
Mediatek MT8752,Cortex-A53,Mediatek,,,,1700,8/8,28,ARM,,3336,Mali-T760 MP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediatek MT6752,Cortex-A53,Mediatek,,,,1700,8/8,28,ARM,,3445,Mali-T760 MP2,~23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.5,3766.5,,,,,,,,,30455,1049,4139,,,,
Samsung Exynos 7580 Octa,Cortex-A53,Exynos,,,,1600,8/8,28,ARM,,3063,Mali-T720 MP2,~28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,3607,,,,,,,,,,735,3627,,,,
Qualcomm Snapdragon 617 MSM8952,Cortex-A53,Snapdragon,,,,1500,8/8,28,ARM,,3018,Adreno 405,~44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1228,3527,,,,
Qualcomm Snapdragon 616 MSM8939v2,Cortex-A53,Snapdragon,,,,1700,8/8,28,ARM,,3586,Adreno 405,~33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96167,1299,3155,,,,
Qualcomm Snapdragon 615 MSM8939,Cortex-A53,Snapdragon,,,,1700,8/8,28,ARM,,3586,Adreno 405,~19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,638,2370,,,,,,,,,12996.5,1213,3411,,,,
HiSilicon Kirin 620,Cortex-A53,,,,,1200,8/8,28,ARM,,3306,Mali-450 MP4,~41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679.5,2170,,,,
Rockchip RK3288,,,,,,1800,4/4,28,ARM,,3428,Mali-T760 MP4,~29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.5,2182.5,,,,,,,,,,745.5,7107,,,,
Mediatek MT6753,Cortex-A53,Mediatek,,,,1500,8/8,28,ARM,,3216,Mali-T720 MP4,~18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.5,2483,653,2505,,,,,,,120120,1562,2855,,,,
Mediatek MT6750S,Cortex-A53,Mediatek,,,,1500,8/8,28,ARM,,2179,Mali-T860 MP2,~4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,2466.5,,,,,,,,,3448,,,22,
Mediatek MT6750N,Cortex-A53,Mediatek,,,,1500,8/8,28,ARM,,2179,Mali-T860 MP2,~4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,2645,,,,,,,,,3274,,,,
Mediatek MT6750,Cortex-A53,Mediatek,,,,1500,8/8,28,ARM,,2697,Mali-T860 MP2,~13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,2617,,,,,,,75778,2042,3200,11.3,12.5,19,
Mediatek MT6750T,Cortex-A53,Mediatek,,,,1500,8/8,28,ARM,,2697,Mali-T860 MP2,~4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.5,2680,,,,,,,,,3192.5,,,,
Qualcomm Snapdragon W5+ Gen 1,ARM Cortex-A53,,,,,1700,4/4,4,,,157,UHD Graphics 750,~30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.7,3710,,11,,
Qualcomm Snapdragon W5 Gen 1,ARM Cortex-A53,,,,,1700,4/4,4,,,157,UHD Graphics 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualcomm Snapdragon 610 MSM8936,Cortex-A53,Snapdragon,,,,1700,4/4,28,ARM,,3586,Adreno 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediaTek MT8163 V/A 1.5 GHz,Cortex-A53,,,,,1500,4/4,28,ARM,,3063,Mali-T720 MP2,~2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,1781,134,375,,,,,,,3261,,,,
Mediatek MT6592,Cortex-A7,Mediatek,1MB,,,1700,8/8,28,ARM,,3682,Mali-450 MP4,~18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2561,445,2390,,,,,,,,,25313.5,1182,2563.5,,,,
Qualcomm Snapdragon 600 APQ8064T,Krait-300,Snapdragon,2MB,,,1700,4/4,28,ARM,,3998,Adreno 320,~19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2721,637,1900,,,,,,,,,11659,1089,1988,,,,
Samsung Exynos 7578,Cortex-A53,Exynos,,,,1500,4/4,,ARM,,2850,Mali-T720 MP2,~26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,2201,,,,,,,,,,1413,3566,,,,
HiSilicon Kirin 910T,Cortex-A9,,,,,1800,4/4,28,ARM,,3520,UHD Graphics 750,~21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,1796,,,,,,,,,12178,1043,2775,,,,
MediaTek MT8163 V/B 1.3 GHz,Cortex-A53,,,,,1300,4/4,28,ARM,,3063,Mali-T720 MP2,~3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,1767,,,,,,,,,2853.5,,11.11,23,
MediaTek MT8161,Cortex-A53,,,,,1300,4/4,28,ARM,,3275,Mali-T720 MP2,~29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43768,1713,2510,,,,
Intel Atom x3-C3230RK,SoFIA 3G-R,Atom,,,,1100,4/4,28,,,3215,Mali-450 MP4,~4,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,860,,,,,,,,,,,,,,,
Qualcomm Snapdragon 435,Cortex-A53,Snapdragon,,,,1400,8/8,28,ARM,,2869,Adreno 505,~17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,2582,,,,,,,81667,1979,3209,,,27,
Qualcomm Snapdragon 430 (MSM8937),Cortex-A53,Snapdragon,,,,1400,8/8,28,ARM,,2869,Adreno 505,~4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.5,2552.5,,,,,,,,,3293.5,10.99,,29,
Qualcomm Snapdragon 415 MSM8929,Cortex-A53,Snapdragon,,,,1400,8/8,28,ARM,,3227,Adreno 405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualcomm Snapdragon S4 Pro APQ8064A,ARMv7,Snapdragon,2MB,,,1500,4/4,28,ARM,,4314,Adreno 320,~17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2026,498,1473,,,,,,,,,10517.5,1337,2223,,,,
Mediatek MT8732,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,3336,Mali-T760 MP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediatek MT8165,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,3336,Mali-T760 MP2,~22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,2031,,,,,,,,,59688,1358,4116,,,,
Mediatek MT6739,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,2274,PowerVR GE8100,~3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,1779,,,,,,,,,3126,10.64,,25,
Mediatek MT6739WW,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,2274,PowerVR GE8100,~4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,,,589,1718,,,,,,,49040,,3213,,10.24,27,
Mediatek MT6732,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,3397,Mali-T760 MP2,~27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,2078,,,,,,,,,,979,3489,,,,
Mediatek MT6735,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,3353,Mali-T720,~15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5,1443.5,519,1430,,,,,,,34641,1750,2657,,,,
Qualcomm Snapdragon 425 (MSM8917),Cortex-A53,Snapdragon,,,,1400,4/4,28,ARM,,2862,Adreno 308,~3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.5,1849,,,,,,,,,3052,9.13,10.8,26,
Mediatek MT8735,Cortex-A53,Mediatek,,,,1300,4/4,28,ARM,,3353,Mali-T720,~3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.5,1765,,,,,,,,,2718,,,,
Mediatek MT6737T,Cortex-A53,Mediatek,,,,1500,4/4,28,ARM,,2767,Mali-T720 MP2,~16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,1876.5,,,,,,,2040,1861,3266,,,27,
Mediatek MT6737,Cortex-A53,Mediatek,,,,1250,4/4,28,ARM,,2767,Mali-T720 MP2,~12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1573,,,537,1504,,,58,291,,,45882,1825,2392,,,,
Rockchip RK3188,Cortex-A9,,,,,1800,4/4,28,ARM,,4005,Mali-400 MP4,~17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1182,504,1421,,,,,,,,,10965,1240,3093.5,,,,
Samsung Exynos 7570 Quad,Cortex-A53,Exynos,,,,1400,4/4,14,ARM,,2393,Mali-T720 MP2,~3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.5,1856.5,,,,,,,,,3027,,,,
Qualcomm Snapdragon 410 MSM8916,Cortex-A53,Snapdragon,,,,1400,4/4,28,ARM,,3663,Adreno 306,~13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,1426,516,1322,,,,,,,9857,1380,2737.5,,9.03,,
Qualcomm Snapdragon 410 APQ8016,Cortex-A53,Snapdragon,,,,1200,4/4,28,ARM,,3663,Adreno 306,~24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,1443,,,,,,,,,,1415,2968.5,,,,
Apple S9 SiP,Thunder,,,,,1800,2/2,4,ARM,,99,UHD Graphics 750,~48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.3,,,38.9,,
Samsung Exynos W930,ARM Cortex-A55,,,,,1400,2/2,5,,,146,Mali-G68 MP2,~29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.05,2581,,8.55,,
HiSilicon Kirin 910,Cortex-A9,,,,,1600,4/4,28,ARM,,3520,UHD Graphics 750,~17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1938,509,1547.5,,,,,,,,,11258,1360.5,1535,,,,
Intel Atom Z2760,Cloverview,Atom,1MB,,1.7 / 3,1800,2/4,32,x86,,4101,SGX545,~11,945,601.5,1696.5,0.18,0.53,,,,,,,84.6,4233,58.1,1892,713,17.75,3.28,,0.06,0.07,0.06,,,,,1397.5,,,,,,,,,,,,812.5,,,,,
Qualcomm Snapdragon 400 MSM8928,ARMv7,Snapdragon,,,,1600,4/4,28,ARM,,3824,Adreno 305,~19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.5,1338,,,,,,,,,7929,1404.5,2335,,,,
Qualcomm Snapdragon 215,Cortex-A53,Snapdragon 200,,,,1300,4/4,28,ARM,,1625,Adreno 308,~3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,1556,,,,,,,,,1986,,,,
Qualcomm Snapdragon 400 APQ8028,ARMv7,Snapdragon,,,,1600,4/4,28,ARM,,3824,Adreno 305,~18,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,435,1489,,,,,,,,,9698,958,1759,,,,
Mediatek MT6735P,Cortex-A53,Mediatek,,,,1000,4/4,28,ARM,,3353,Mali-T720,~1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14483,,2089.5,,,,
Mediatek MT6735M,Cortex-A53,Mediatek,,,,1000,4/4,28,ARM,,3185,Mali-T720,~1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14977,,1929,,,,
Marvell Armada PXA1908,Cortex-A53,,,,,1200,4/4,28,ARM,,3336,GC7000UL,~4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,1717,,,,,,,,,10868,,2059,,,,
Apple S8,Thunder,,,,,1800,2/2,7,ARM,,1562,UHD Graphics 750,~28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1867.3,838,,22.6,,
Apple S7,Thunder,,,,,1800,2/2,,,,1562,UHD Graphics 750,~28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785,810,,21.74,,
Apple S6,Thunder,,,,,1800,2/2,,,,1562,UHD Graphics 750,~80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807,,,,,
Qualcomm Snapdragon Wear 4100+,ARM Cortex-A53,,,,,‑ 1700,5/5,12,ARM,,1268,Adreno 504,~28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702,2752,,11.6,,
Qualcomm Snapdragon Wear 4100,ARM Cortex-A53,,,,,‑ 1700,4/4,12,ARM,,1268,Adreno 504,~31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,3444,,14.13,,
Apple A6x,,,,,,1400,2,32,ARM,,4075,UHD Graphics 750,~7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1768,781,1424,,,,,,,,,,,,,,,
Intel Atom Z2580,Cloverview,Atom,1MB,,3,1300 ‑ 2000,2/4,32,x86,,4359,SGX544MP2,~18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,552,1302.5,,,,,,,,,11276,847,2822,,,,
Qualcomm Snapdragon S4 Pro MSM8960DT,Krait 300,Snapdragon,1MB,,,1700,2/2,28,ARM,,3824,Adreno 320,~22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,1263,,,,,,,,,6979,622,3187,,,,
Qualcomm Snapdragon S4 Pro MSM8960T,ARMv7,Snapdragon,1MB,,,1700,2/2,28,ARM,,4280,Adreno 320,~17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1848,583.5,1098,,,,,,,,,7065,1421.5,2018,,,,
Qualcomm Snapdragon 400 8930AB,ARMv7,Snapdragon,1MB,,,1700,2/2,28,ARM,,4005,Adreno 305,~31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,,,,,,,,,,,7051,1117.5,,,,,
Qualcomm Snapdragon S4 Plus APQ8060A,ARMv7,Snapdragon,1MB,,,1500,2/2,28,ARM,,4314,Adreno 225,~3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,,,,,,,,,,,,,,,,,
Qualcomm Snapdragon S4 Plus MSM8960,ARMv7,Snapdragon,1MB,,,1500,2/2,28,ARM,,4314,Adreno 225,~31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1626.5,,,,,,,,,,,5589,1045.5,,,,,
Qualcomm Snapdragon S4 Plus MSM8260A,ARMv7,Snapdragon,1MB,,,1700,2/2,28,ARM,,4314,Adreno 225,~4,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,,,,,,,,,,,,,,,,,
Intel Atom Z2560,Cloverview,Atom,1MB,,3,933 ‑ 1600,2/4,32,x86,,4359,SGX544MP2,~17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1221,451,1056,,,,,,,,,9263,1100.5,3081,,,,
AMD Z-60,Hondo,Z-Series,1MB,,4.5,1000,2/2,40,x86,,4057,Radeon HD 6250,~8.8,,669,1249,0.2,0.37,,,,,,,75,1566,114,3574,348,11.24,1.95,,,,,,,,,1075,,,,,,,,,,,,,,,,,
AMD Z-01,Desna,Z-Series,1MB,,5.9,1000,2/2,40,x86,,4585,UHD Graphics 750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple A6,,,,,,1000,2,32,ARM,,4116,UHD Graphics 750,~23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,705.5,1273,,,,,,,,,24996,722,,,,,
Intel Atom x3-C3130,SoFIA 3G,Atom,512KB,,,1000,2/2,28,x86,,3215,Mali-400 MP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung Exynos 4412 Quad,Cortex A9,Exynos,,,,1400,4/4,32,ARM,,4219,UHD Graphics 750,~31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.5,,,,,,,,,,,10466,1109,,,,,
NVIDIA Tegra 3,Kal-El,Tegra,,,,1200 ‑ 1300,4/4,40,ARM,,4424,GeForce ULP (Tegra 3),~16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.5,354.5,1084,,,,,,,,,8638,1257,1741,,,,
Apple S5,,,,,,,2/2,,,,1562,UHD Graphics 750,~77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,,,,,
Mediatek MT8127,Cortex-A7,Mediatek,512KB,,,1500,4/4,28,ARM,,3489,Mali-450 MP4,~16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.5,1274,448,1216,,,,,,,,1713.5,2358,,,,
Mediatek MT6589T,Cortex-A7,Mediatek,2MB,,,1500,4/4,28,ARM,,3824,SGX544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mediatek MT8389,Cortex-A7,Mediatek,1MB,,,1200,4/4,28,ARM,,3857,SGX544,~16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,325,1069,,,,,,,,,8323,1464,1355,,,,
Mediatek MT8125,Cortex-A7,Mediatek,1MB,,,1200,4/4,28,ARM,,3857,SGX544,~16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.5,325.5,1110,,,,,,,,,8406,1341.5,1915,,,,
Spreadtrum SC9830A,Cortex-A7,Spreadtrum,,,,1500,4/4,28,ARM,,2910,Mali-400 MP2,~4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,1280,,,,,,,,,,,2842,,,,
Samsung Exynos 3470 Quad,Cortex-A7,Exynos,,,,1400,4/4,28,ARM,,3459,Mali-400 MP4,~17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1207,369,1113,,,,,,,,,8008,1119,2019,,,,
Samsung Exynos 3475 Quad,Cortex-A7,Exynos,,,,1300,4/4,28,ARM,,3094,UHD Graphics 750,~3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,1171,,,,,,,,,,,2323,,,,
Mediatek MT8321,Cortex-A7,Mediatek,1MB,,,1300,4/4,28,ARM,,2728,Mali-400 MP2,~2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,1116.5,,,,,,,,,1715,,5.68,13,
Mediatek MT8121,Cortex-A7,Mediatek,1MB,,,1300,4/4,28,ARM,,3824,SGX544,~16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1298,351,1140.5,,,,,,,,,9761,1453,2085,,,,
Mediatek MT6582,Cortex-A7,Mediatek,512KB,,,1300,4/4,28,ARM,,3732,Mali-400 MP2,~16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1416,353,1169.5,,,,,,,,,9807,1578.5,2105,,,,
Mediatek MT6582M,Cortex-A7,Mediatek,512KB,,,1300,4/4,28,ARM,,3640,Mali-400 MP2,~16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,350,1179,,,,,,,,,9264,1441.5,2172,,,,
Mediatek MT6580M,Cortex-A7,Mediatek,512KB,,,1300,4/4,28,ARM,,2910,Mali-400 MP2,~2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,1170.5,426,1161.5,,,63,248,,,,,2138.5,,,,
Spreadtrum SC7731,Cortex-A7,Spreadtrum,,,,1300,4/4,28,ARM,,3275,Mali-400 MP2,~3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,1075,,,,,,,,,,,2300,,,,
Qualcomm Snapdragon 212 APQ8009,Cortex-A7,Snapdragon 200,,,,1300,4/4,28,ARM,,3094,Adreno 304,~3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,1075,423,1118,,,,,,,,,2152,,,,
Qualcomm Snapdragon 400 MSM8926,ARMv7,Snapdragon,,,,1200,4/4,28,ARM,,3852,Adreno 305,~16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,340,1123,,,,,,,,,7511.5,1607.5,1838,,,,
Qualcomm Snapdragon 400 MSM8226,ARMv7,Snapdragon,,,,1200,4/4,28,ARM,,4032,Adreno 305,~16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1279,341,1147,,,,,,,,,7300.5,1243,1449,,,,
